Country,Year,Temperature,Rainfall,HDD,CDD,HDD_pw,CDD_pw,Inflation,GDP_growth,Broad_money_GDP,Exchange_rate,Population
AUS,2009,22.5430769230769,4.48,12.9,71.96,279822323.7,1560931349.88,1.77111716621253,1.89255581922549,94.3187877479573,1.28218881008452,21691653
AUS,2010,20.2730769230769,19.24,21.8,51.35,480292150,1131330362.5,2.91834002677376,2.21998026536549,100.459042792971,1.09015948638677,22031750
AUS,2011,21.1661538461539,16.29,17.63,58.79,393854623.12,1313370010.96,3.30385015608741,2.40708018291988,99.728804783364,0.969463201496735,22340024
AUS,2012,21.4315384615385,8.01,20.52,65.13,466490701.8,1480630575.45,1.76278015613196,3.91670942454073,101.19446506818,0.965801030658708,22733465
AUS,2013,22.8915384615385,6.37,12.11,75.7,280081642.19,1750799365.3,2.44988864142539,2.60219339436559,105.455059106318,1.03584309652054,23128129
AUS,2014,22.1746153846154,8.06,17.58,71.85,412702559.88,1686728039.1,2.48792270531401,2.59528411594042,108.491631141717,1.10936329281692,23475686
AUS,2015,22.0753846153846,5.6,17.19,70.17,409396954.05,1671168369.15,1.5083667216592,2.19016928695221,113.225861547199,1.33109026245502,23815995
AUS,2016,22.4892307692308,4.03,13.63,71.99,329722062.41,1741503394.93,1.2769909449733,2.7593859723839,118.315204222111,1.34521397601947,24190907
AUS,2017,23.0953846153846,1.72,11.74,77.98,288716983.12,1917730012.24,1.94864740944521,2.27959179820343,116.647808132161,1.30475807671592,24592588
AUS,2018,22.96,1.59,16.45,80.93,410645594.1,2020276469.94,1.91140094445694,2.87846971467883,113.945951653995,1.33841214646451,24963258
AUS,2019,23.2115384615385,0.55,16.03,83.78,406117260.78,2122551722.28,1.6107678729038,2.17154505737176,122.940117524787,1.43850654421382,25334826
AUS,2020,22.4084615384615,4.03,17.36,74.67,445270945.28,1915229348.16,0.846905537459283,-0.119590735829973,137.321972035631,1.45308511847016,25649248
AUS,2021,21.6684615384615,7.17,13.9,61.59,357027226.8,1581964525.08,2.86391042204996,2.11116814768786,139.205450060915,1.33122425957081,25685412
AUS,2022,21.5469230769231,9.7,16.66,62.77,433399887.34,1632923825.23,6.59409671341846,4.24238555336139,134.369350483084,1.44166445896522,26014399
AUS,2023,22.5007692307692,8.32,12.89,71.4,343554295.53,1903008277.8,5.59701492537313,3.44199220009025,126.75325891471,1.50519106560509,26652777
AUT,1990,4.90230769230769,37.8,170.27,0,1307307519.5,0,3.26187231878578,4.34564183768971,,11.3698333333333,7677850
AUT,1991,3.92846153846154,40.02,182.93,0,1418602210.63,0,3.33742703474788,3.44162748808654,,11.6759166666667,7754891
AUT,1992,4.96384615384615,35.06,169.47,0,1328764954.23,0,4.02084780038558,2.0935244262602,,10.9893333333333,7840709
AUT,1993,4.40615384615385,36.92,176.72,0,1397083463.76,0,3.63178524943176,0.526809769496765,,11.6321825,7905633
AUT,1994,5.62153846153846,34.77,160.92,0,1277080108.56,0,2.95340936761079,2.40211843259056,,11.4218249166667,7936118
AUT,1995,4.28153846153846,38.62,178.34,0,1417495898.52,0,2.24336631500905,2.66798388882503,,10.0814958333333,7948278
AUT,1996,3.65230769230769,43.17,186.52,0,1484515850.84,0,1.86097115760432,2.21576713087359,,10.5865575,7959017
AUT,1997,4.88076923076923,44.81,170.55,0,1358949392.55,0,1.30597857227693,2.1458350552646,,12.2042441666667,7968041
AUT,1998,4.81076923076923,43.61,171.46,0,1367700241.94,0,0.922467196680793,3.49288002962309,,12.379065,7976789
AUT,1999,4.87538461538462,42.92,170.62,0,1363650320.88,0,0.568993765885571,3.76192435190464,,0.938283072395283,7992324
AUT,2000,5.63153846153846,44.86,160.79,0,1288179697.14,0,2.34486285357281,3.18952292988787,,1.08270508132602,8011566
AUT,2001,4.57384615384615,39.25,174.54,0,1403701820.22,0,2.65000077279529,1.31698749571339,,1.11653308564462,8042293
AUT,2002,5.46384615384615,44.99,162.97,0,1317116532.29,0,1.81035787764127,1.48436877605324,,1.05755899623965,8081957
AUT,2003,4.91,33.39,170.17,0,1382022551.91,0,1.35555370896452,1.14156504542775,,0.88404792718493,8121423
AUT,2004,4.21,42.49,179.27,0,1464988344.82,0,2.06120618032862,2.56525534067859,,0.803921647747618,8171966
AUT,2005,3.76461538461538,45.88,185.06,0,1522642034.74,0,2.29913785639286,2.32036514266782,,0.803800192161442,8227829
AUT,2006,4.69923076923077,42.46,172.91,0,1429730715.31,0,1.44154851119019,3.26933601506059,,0.796432730949102,8268641
AUT,2007,5.25461538461539,46.34,165.69,0,1374479241.03,0,2.1685552880075,3.77522468729185,,0.729672399984083,8295487
AUT,2008,5.37615384615385,46.06,164.11,0,1365640708.56,0,3.21595033239886,1.45330562142114,,0.679922680042729,8321496
AUT,2009,4.77769230769231,52.61,171.89,0,1434133790.47,0,0.506308827696515,-3.58626472551299,,0.716957702016136,8343323
AUT,2010,3.91153846153846,41.11,183.15,0,1531757442.6,0,1.81353438995062,1.80898243043663,,0.754308990105961,8363404
AUT,2011,5.61153846153846,35.21,161.05,0,1351474105.15,0,3.28657914875377,2.92746800169145,,0.718413898653317,8391643
AUT,2012,4.84615384615385,46.17,171,0,1441528461,0,2.48567562177015,0.628246239479637,,0.778338120416812,8429991
AUT,2013,4.51307692307692,39.29,175.33,0,1486767366.59,0,2.00015616900599,-0.250726423318454,,0.752945122701996,8479823
AUT,2014,6.11230769230769,45.73,154.54,0,1320753856.24,0,1.60581182954475,0.755798850316665,,0.752728196932603,8546356
AUT,2015,5.78923076923077,37.48,158.74,0,1371942039.26,0,0.896563335260335,1.30352331826198,,0.901296423367096,8642699
AUT,2016,5.34615384615385,48.2,164.5,0,1437181886,0,0.891591752655315,2.11721964494312,,0.903421436257263,8736668
AUT,2017,5.12153846153846,49.27,167.42,0,1472888499.72,0,2.08126911385585,2.27224992038207,,0.885205508269372,8797566
AUT,2018,6.01538461538462,42.92,155.8,0,1377353171.8,0,1.99837981429547,2.48422114080024,,0.846772667108111,8840521
AUT,2019,5.84615384615385,42.62,158,0,1403027360,0,1.53089564152644,1.75497619649288,,0.893276257067409,8879920
AUT,2020,5.73538461538462,50.8,159.44,0,1421704796.16,0,1.38191063351859,-6.31825509209936,,0.875506396987998,8916864
AUT,2021,4.97230769230769,40.83,169.36,0,1516753779.92,0,2.7666666666667,4.79532885699543,,0.84549413889045,8955797
AUT,2022,6.24384615384615,43.98,152.83,0,1381866088.33,0,8.54686993188449,5.27789448538658,,0.949623753156941,9041851
AUT,2023,6.28307692307692,53.46,152.32,0,1390949835.52,0,7.81413417002833,-0.954962529389121,,0.924839558470698,9131761
BFA,1990,28.0653846153846,23.9,0,130.85,0,1198501732.6,,-0.602928477580988,18.1784041666065,272.264787954393,9159356
BFA,1991,27.2569230769231,33.09,0,120.34,0,1130550014.88,,9.06998445877436,18.1305668248272,282.10690880882,9394632
BFA,1992,27.3215384615385,24.77,0,121.18,0,1166875544.5,,0.232710761845951,18.7615381720288,264.691800750579,9629275
BFA,1993,27.9169230769231,28.43,0,128.92,0,1272661239.96,,3.46138493945818,19.8654620062825,283.162579500018,9871713
BFA,1994,27.1276923076923,33.2,0,118.66,0,1201289870.68,,1.31500727210265,22.1304757143247,555.204695655697,10123798
BFA,1995,27.3830769230769,28.75,0,121.98,0,1266972349.56,,5.71637386269622,23.9702848549793,499.14842590131,10386722
BFA,1996,27.8423076923077,28.96,0,127.95,0,1363427778.9,,11.014743869558,22.6304264307343,511.552430272516,10655942
BFA,1997,27.7176923076923,24.43,0,126.33,0,1381320391.59,,6.31683473483768,24.6756491490467,583.669372353396,10934223
BFA,1998,28.3246153846154,30.64,0,134.22,0,1508721922.08,,7.30771963496896,21.5261861392885,589.951774567332,11240664
BFA,1999,27.5130769230769,32.4,0,123.67,0,1431471345.76,,7.39523780111931,17.5109436038408,615.473349319164,11574928
BFA,2000,28.0046153846154,24.57,0,130.06,0,1551036512.76,,1.88847388906525,18.6289597846143,710.207977031367,11925546
BFA,2001,28.0876923076923,21.94,0,131.14,0,1612366431.14,,6.61340574539679,16.2839927625652,732.397693260228,12295001
BFA,2002,28.8,18.11,0,140.4,0,1780397938.8,,4.35296382988099,14.6847701654749,693.713226496374,12680897
BFA,2003,27.97,31.24,0,129.61,0,1695626972.52,,7.80249388870359,22.69470571933,579.897426172466,13082532
BFA,2004,28.2323076923077,21.91,0,133.02,0,1795840899.66,,4.47845213670386,20.7600330070757,527.338032291576,13500533
BFA,2005,28.7138461538462,24.3,0,139.28,0,1940466091.44,,8.66187322841225,17.9641579126181,527.258362649626,13932123
BFA,2006,28.0823076923077,26.22,0,131.07,0,1883961776.49,,6.25316468817478,18.7747960550847,522.425624895176,14373707
BFA,2007,27.5392307692308,28.35,0,124.01,0,1837370231.07,,4.11137901761516,18.9952949594834,478.633718476363,14816307
BFA,2008,27.3184615384615,28.81,0,121.14,0,1848365386.02,,5.79999174105387,20.8826596935394,446.000041432788,15258093
BFA,2009,27.8807692307692,30.65,0,128.45,0,2017957977.7,,2.96195085866692,24.450580568313,470.293423341398,15710066
BFA,2010,27.4123076923077,38.05,0,122.36,0,1979356295.28,,8.44628157707625,25.6262389906549,494.794262222947,16176498
BFA,2011,27.1061538461538,29.5,0,118.38,0,1972436669.04,2.75976724854531,6.62256261306693,25.7564537101449,471.248625718937,16661908
BFA,2012,26.9553846153846,38.04,0,116.42,0,1999197652.54,3.81815240252386,6.45267237953146,26.4211963324223,510.556338454251,17172287
BFA,2013,27.3407692307692,33.15,0,121.43,0,2148753514.87,0.533738507090531,5.79258484509867,28.2873353776802,493.899623852237,17695409
BFA,2014,27.9869230769231,27.47,0,129.83,0,2366730921.63,-0.25808951753536,4.32684561452976,30.2894261109739,493.757329875312,18229461
BFA,2015,27.4738461538462,31.36,0,123.16,0,2312635298.92,0.7248389810706,3.9212287937935,35.5971028843395,591.21169798261,18777487
BFA,2016,27.7246153846154,29.52,0,126.42,0,2444312495.52,0.441041448058777,5.95797670754024,36.5625742997606,592.605615063022,19334856
BFA,2017,27.9338461538462,28.25,0,129.14,0,2569163719.98,1.48299897161327,6.20348941121868,41.1011430661806,580.656749587858,19894407
BFA,2018,27.62,31.75,0,125.06,0,2556012297.28,1.95594302672532,6.60456906812341,42.1281649957099,555.446458398226,20438288
BFA,2019,27.5169230769231,32.34,0,123.72,0,2593412701.44,-3.23338933983324,5.88920497068135,43.1817672363833,585.911013180369,20961952
BFA,2020,27.3361538461539,34.45,0,121.37,0,2606868605.3,1.88470066518848,2.01077262406221,46.8446169956733,575.586004510945,21478690
BFA,2021,28.1938461538462,24.35,0,132.52,0,2914809602.36,3.65326761825511,6.94252492572348,51.1321303038172,554.530675033104,21995243
BFA,2022,27.0853846153846,37.2,0,118.11,0,2658542478.18,,1.4972397409897,48.698614509138,623.759700911182,22509038
BFA,2023,27.7830769230769,34.54,0,127.18,0,2928418191.68,,2.96018147384929,45.034670336818,606.569750165917,23025776
BGD,1990,26.4569230769231,37.98,0,109.94,0,12273010846.98,,5.62225816160344,22.4466391322843,34.5688083333333,111633717
BGD,1991,26.4961538461539,41.04,0,110.45,0,12567786189.05,,3.48522781598027,24.0087114615132,36.5961833333333,113787109
BGD,1992,26.6938461538462,24.8,0,113.02,0,13104916739.84,,5.44268554966725,24.8676501147129,38.9507583333333,115952192
BGD,1993,26.2415384615385,45.49,0,107.14,0,12656701050.4,,4.71156172453999,26.2049500333029,39.5672575,118132360
BGD,1994,26.7669230769231,28.83,0,113.97,0,13715512110.63,,3.89012644116818,28.9521640750639,40.2117391666667,120343179
BGD,1995,26.4276923076923,41.21,0,109.56,0,13432096537.2,,5.12127789724337,28.827915737296,40.2783183333333,122600370
BGD,1996,26.4876923076923,36.83,0,110.34,0,13777292830.86,,4.52291921684423,25.6338800863882,41.7941683333333,124862179
BGD,1997,25.6430769230769,56.41,0,99.36,0,12638400135.84,,4.4898964976265,25.9368786504287,43.8921158333333,127198069
BGD,1998,25.4915384615385,71.18,0.0899999999999999,97.48,11666009.88,12635584923.36,,5.1770268731498,26.2325061615944,46.9056516666666,129622332
BGD,1999,25.8684615384615,60.07,0.0300000000000011,102.32,3963241.95000015,13517297210.8,,4.67015636882111,27.8851595216238,49.0854,132108065
BGD,2000,25.15,65.97,0,92.95,0,12505893056.8,,5.29329471892532,30.5539892604712,52.1416666666667,134544304
BGD,2001,25.3692307692308,67.9,1.57,97.37,214785121.7,13320781719.7,,5.07728777526728,40.2671476674779,55.8066666666667,136805810
BGD,2002,25.5092307692308,66.01,0,97.62,0,13562703693.96,,3.83312393993225,42.740177242997,57.888,138933658
BGD,2003,25.41,58.36,1.53,97.86,215684637.03,13795358548.86,,4.73956739963045,43.9885771769768,58.15004,140970351
BGD,2004,25.4692307692308,73.22,0.0799999999999983,97.18,11432228.4799998,13887299546.08,,5.23953291029852,45.6229943594212,59.5126583333333,142902856
BGD,2005,25.6530769230769,67.06,0.16,99.65,23154525.76,14420928074.9,,6.53594493875502,47.4210681471904,64.327475,144715786
BGD,2006,25.7346153846154,60.33,0.77,101.32,112732599.21,14833853184.36,,6.67190498576788,50.4759985553139,68.9332333333333,146405973
BGD,2007,25.1238461538462,90.68,1,93.61,147989278,13853276313.58,,7.05859935449848,50.2819117580457,68.874875,147989278
BGD,2008,25.4292307692308,56.74,0.510000000000002,97.09,76231874.6400002,14512456291.76,,6.01378975738535,51.1876270713566,68.598275,149474264
BGD,2009,25.8184615384615,67.38,0,101.64,0,15334804290.96,,5.04512479919337,54.8817155926531,69.0390666666667,150873714
BGD,2010,25.8423076923077,64.76,0.440000000000001,102.39,66968871.6400002,15583960834.59,,5.57178818533122,58.7459016095395,69.6492916666667,152201981
BGD,2011,25.4761538461539,60.04,1.11,98.3,170486094.36,15098002770.8,11.3951651552399,6.46437912497728,59.8117683130297,74.1524,153591076
BGD,2012,25.44,53.5,0.780000000000001,97.5,120954678.78,15119334847.5,6.21750422069283,6.52145877906443,60.7424608294873,81.8626583333333,155070101
BGD,2013,25.4746153846154,64.74,1.42,98.59,222275640.22,15432503781.19,7.53040640913172,6.01360565834344,61.399914294208,78.103235,156532141
BGD,2014,25.9792307692308,59.89,0.0599999999999987,103.79,9477895.7399998,16395179980.91,6.99163889220849,6.0610593588495,63.3375540979273,77.6414083333333,157964929
BGD,2015,25.8553846153846,79.82,0,102.12,0,16276210239.48,6.19428022984985,6.55263987816197,64.5065520747659,77.9469083333333,159383179
BGD,2016,26.1969230769231,102.87,0,106.56,0,17136119473.92,5.51352572692994,7.11347821270093,54.9691444990129,78.4680916666667,160811932
BGD,2017,25.23,173.98,0,93.99,0,15243875956.53,5.70207015717244,6.59024999794057,55.8375416123996,80.4375416666667,162186147
BGD,2018,25.0546153846154,99.19,2.44,94.15,398996371.32,15395700147.45,5.54362139486472,7.31941263014136,54.8325562875275,83.4662019166666,163523103
BGD,2019,25.66,106.39,0,99.58,0,16422042016.9,5.59199639930633,7.88191515117722,54.8702535060565,84.4535225,164913055
BGD,2020,25.1023076923077,103.52,1.02,93.35,169623984.48,15523920540.4,5.69107474746208,3.44801755122445,57.7630649896826,84.8713916666667,166298024
BGD,2021,25.6646153846154,82.19,0.399999999999999,100.04,67063541.5999998,16772591754.16,5.54565430773475,6.93867912442445,56.6372785923275,85.08376325,167658854
BGD,2022,25.3315384615385,75.95,0.52,95.83,88080146.4399999,16232154679.51,7.69695437176898,7.09982877575158,54.117700850947,91.7454544396961,169384897
BGD,2023,25.8161538461539,90.3,0.0300000000000011,101.64,5144009.7000002,17427904863.6,9.88350303779208,5.77511237007889,51.2185633263359,106.309484297483,171466990
BHS,1990,25.88,20.56,0,102.44,0,28267805.8,,-1.59624908755521,38.7586860391661,1,275945
BHS,1991,25.9107692307692,24.14,0,102.84,0,28870376.04,,-4.18178502345002,42.058267655794,1,280731
BHS,1992,25.4338461538462,20.04,0,96.64,0,27631985.28,,-3.82558229706301,44.3969121904149,1,285927
BHS,1993,25.5592307692308,20.46,0,98.27,0,28629883.53,,0.307806596011844,51.8402328589909,1,291339
BHS,1994,25.9930769230769,23,0,103.91,0,30810250.19,,3.14891597200189,53.476526541884,1,296509
BHS,1995,25.7853846153846,31.11,0,101.21,0,30510867.81,,4.37875203482501,55.1706036745407,1,301461
BHS,1996,25.2746153846154,23.13,0,94.57,0,28963764.76,,4.22353036224139,55.3671377112774,1,306268
BHS,1997,25.8961538461538,46.29,0,102.65,0,31914295.6,,1.28775320549799,38.9637354793473,1,310904
BHS,1998,26.0407692307692,32.16,0,104.53,0,32965417.04,,4.71679855496301,41.9728912577087,1,315368
BHS,1999,25.6323076923077,42.53,0,99.22,0,31712101.08,,7.14410390677141,41.2695685897861,1,319614
BHS,2000,25.4023076923077,42.85,0,96.23,0,31162642.05,,4.14841930754267,42.9197409264196,1,323835
BHS,2001,25.4669230769231,64.24,0,97.07,0,31823040.52,,2.62600982683425,43.7205376883153,1,327836
BHS,2002,25.9084615384615,49.6,0,102.81,0,34093235.34,,2.70495624731029,42.1679150020943,1,331614
BHS,2003,26.0876923076923,32.23,0,105.14,0,35286876.52,,-1.26491667612372,43.7729493161851,1,335618
BHS,2004,25.3346153846154,32.24,0,95.35,0,32398213.7,,0.882373744518318,46.8311892827287,1,339782
BHS,2005,25.5792307692308,35.85,0,98.53,0,33883875.82,,3.39608420536011,47.784713608914,1,343894
BHS,2006,25.4153846153846,38.81,0,96.4,0,33583350,,2.51659221712706,49.8168137893727,1,348375
BHS,2007,25.8207692307692,46.56,0,101.67,0,35923467.78,,1.44609991235758,52.7229303262092,1,353334
BHS,2008,25.7623076923077,39.31,0,100.91,0,36137889.2,,-2.32364807041851,55.9804294128824,1,358120
BHS,2009,25.6130769230769,38.03,0,98.97,0,35907305.7,,-4.17542805647342,60.0142657353866,1,362810
BHS,2010,25.1838461538462,40.75,0,93.39,0,34318770.42,,1.53866248693835,62.6146504888191,1,367478
BHS,2011,25.7461538461539,40.78,0,100.7,0,37433110.3,3.19878141660322,0.613170735890648,64.3066306474884,1,371729
BHS,2012,25.5615384615385,49.57,0,98.3,0,36908602.7,1.97336755976255,4.5201241028963,62.1986452614641,1,375469
BHS,2013,25.8038461538462,45.09,0,101.45,0,38444781.85,0.722414784530534,-2.86328002994493,64.0010400705469,1,378953
BHS,2014,26.1838461538462,37.57,0,106.39,0,40672684.22,1.51375643050832,1.84730594220663,61.1239748792093,1,382298
BHS,2015,26.6238461538462,31.69,0,112.11,0,43201140.06,1.86148302863365,0.996748943241684,57.3012497794316,1,385346
BHS,2016,26.2192307692308,34.38,0,106.85,0,41463676.75,-0.346376929989347,-1.15626703753399,62.1149963950542,1,388055
BHS,2017,26.2076923076923,28.58,0,106.7,0,41664749.5,1.51820700736147,3.37123648611268,60.3619123301384,1,390485
BHS,2018,26.2692307692308,33.69,0,107.5,0,42217077.5,2.26586346678732,2.39852000603884,59.2254539138168,1,392717
BHS,2019,26.6107692307692,38.66,0,111.94,0,44179919.5,2.49123527368049,-0.839051301013157,63.2407973748588,1,394675
BHS,2020,26.5023076923077,48.86,0,110.53,0,43754737.39,0.0385210980054084,-20.0895554324841,80.8052358384476,1,395863
BHS,2021,26.4584615384615,39.12,0,109.96,0,43585175.08,2.90491262928485,17.5868973691568,72.5873043974412,1,396373
BHS,2022,26.6315384615385,45.92,0,112.21,0,44607738.98,5.60540633583038,10.8774550145968,68.758904994747,1,397538
BHS,2023,26.9407692307692,47.45,0,116.23,0,46426911.2,3.05291578969747,3.0487749628502,,1,399440
BLZ,1990,24.4615384615385,33.54,0,84,0,15378384,,11.4464944649447,30.2289134606598,2,183076
BLZ,1991,24.46,42.22,0,83.98,0,15707619.2,,11.7806767763724,30.4970691676436,2,187040
BLZ,1992,24.2261538461539,38.39,0,80.94,0,15458164.02,,12.7310426540284,29.5472172351885,2,190983
BLZ,1993,23.8576923076923,58.47,0,76.15,0,14841787.3,,6.13799989489728,28.2206282792057,2,194902
BLZ,1994,25.1023076923077,17.92,0,92.33,0,18382626.01,,-0.0198049215230043,29.8152272432992,2,199097
BLZ,1995,24.6161538461539,53.9,0,86.01,0,17558597.46,,0.73292725201803,33.2281911971186,2,204146
BLZ,1996,23.61,46.66,0,72.93,0,15337908.3,,1.10614030775282,34.4113533525298,2,210310
BLZ,1997,24.3723076923077,42.06,0,82.84,0,18013226.64,,4.23514538558784,37.3911724295855,2,217446
BLZ,1998,24.4946153846154,57.3,0,84.43,0,19011356.39,,3.89046974856558,37.201667563206,2,225173
BLZ,1999,23.2115384615385,63.14,0,67.75,0,15789747.25,,9.42481253648242,40.0210447388153,2,233059
BLZ,2000,23.2615384615385,83.63,0,68.4,0,16470651.6,,12.2404595814526,39.5136974273422,2,240799
BLZ,2001,23.5323076923077,53.8,0,71.92,0,17863417.68,,4.99396775490806,42.2864085948158,2,248379
BLZ,2002,23.9638461538462,60.56,0,77.53,0,19848377.77,,5.39712385528743,41.0156268830595,2,256009
BLZ,2003,23.9284615384615,56.6,0,77.07,0,20329524.6,,9.66665565429979,40.9253571701429,2,263780
BLZ,2004,23.7869230769231,52.78,0,75.23,0,20439088.24,,4.78084048802529,43.2686940072099,2,271688
BLZ,2005,24.1838461538462,63.3,0,80.39,0,22487575.09,,2.21953884192973,43.7962981795993,2,279731
BLZ,2006,23.3538461538462,76.09,0,69.6,0,20036308.8,,4.5114473758227,47.2864387185369,2,287878
BLZ,2007,24.14,50.77,0,79.82,0,23634702,,3.35324829108133,50.8493980581102,2,296100
BLZ,2008,23.7092307692308,61.4,0,74.22,0,22589673.42,,-1.68211644620352,56.5482442357237,2,304361
BLZ,2009,24.1023076923077,46.52,0,79.33,0,24799668.62,,-0.389321468298107,61.9831562203139,2,312614
BLZ,2010,23.6392307692308,58.72,0,73.31,0,23477160.95,,1.11403578740261,59.8836156682133,2,320245
BLZ,2011,23.9376923076923,61.53,0,77.19,0,25264132.62,,-0.244543781225346,60.2388415492187,2,327298
BLZ,2012,23.6123076923077,60.94,0,72.96,0,24398845.44,1.30058074547862,3.73777578617181,63.9864242657379,2,334414
BLZ,2013,24.0530769230769,79.34,0,78.69,0,26882628.63,0.509747768983173,4.45432600686063,60.9168160218915,2,341627
BLZ,2014,23.5069230769231,81.23,0,71.59,0,24979397.57,1.20139964481059,4.03084557750317,62.4823309269262,2,348923
BLZ,2015,23.8338461538462,86.78,0,75.84,0,27024294.72,-0.86158400942767,2.87618379515959,65.5275642119423,2,356333
BLZ,2016,23.9584615384615,76.92,0,77.46,0,28250049.3,0.663427167917562,0.0545516535970023,65.8477322823855,2,364705
BLZ,2017,23.9030769230769,66.15,0,76.74,0,28639521.48,1.14765339305811,-1.81285354051658,64.8495463625733,2,373202
BLZ,2018,23.7546153846154,67,0,74.81,0,28444707.06,0.269982622646363,1.11057125008675,65.7869732024419,2,380226
BLZ,2019,24.8461538461539,43.55,0,89,0,34338781,0.187069385181459,4.26763689618086,66.1006030431688,2,385829
BLZ,2020,24.4861538461539,93.19,0,84.32,0,32953267.84,0.121434644614868,-13.9029100645218,86.4919590483883,2,390812
BLZ,2021,23.9723076923077,71.91,0,77.64,0,30694663.44,3.23563659237068,17.7461701205679,82.0411247513995,2,395346
BLZ,2022,23.7215384615385,116.64,0,74.38,0,29955280.54,6.27689319447547,9.65297772389758,72.1879449188534,2,402733
BLZ,2023,24.8946153846154,77.26,0,89.63,0,36847430.78,4.38984017487678,1.14901682065862,72.5102002262908,2,411106
BOL,1990,25.2884615384615,50.9,0,94.75,0,675580954.5,,4.63578742813276,24.4743037788536,3.17265,7130142
BOL,1991,25.5630769230769,51.76,0,98.32,0,715798014.48,,5.26652666784713,29.7776593940152,3.58060833333333,7280289
BOL,1992,23.6969230769231,76.27,0.0500000000000007,74.11,371516.800000005,550662200.96,,1.64649818317069,34.8010262193987,3.90051666666667,7430336
BOL,1993,25.1438461538462,49.08,0,92.87,0,703879839.65,,4.26929611661502,41.8787066387135,4.26508333333333,7579195
BOL,1994,26.2261538461539,49.37,0,106.94,0,826359814.68,,4.66726510266786,46.0375691038907,4.62051666666667,7727322
BOL,1995,25.6938461538462,48.39,0,100.02,0,787625093.52,,4.67827659709971,42.4922259133467,4.80034166666667,7874676
BOL,1996,24.8884615384615,55.21,0,89.55,0,718346458.8,,4.36134195244576,51.0278982209993,5.0746125,8021736
BOL,1997,26.35,44.8,0,108.55,0,886625545,,4.95420874299721,54.7179177861923,5.25425833333333,8167900
BOL,1998,26.5138461538462,51.19,0,110.68,0,920126447.92,,5.02935475543072,55.1987792417582,5.51013333333333,8313394
BOL,1999,25.9038461538462,42.72,0,102.75,0,869245066.5,,0.426885422588825,55.4037082624968,5.81240833333333,8459806
BOL,2000,26.4976923076923,36.61,0,110.47,0,950740833.22,,2.50781080899483,52.1769138021437,6.18354166666667,8606326
BOL,2001,26.6615384615385,42.13,0,112.6,0,985558073.6,,1.68379912721825,63.478429025317,6.60691666666667,8752736
